"audio","label","labels","human_label","human_labels","path","dataset_source","split","env","emergency"
"48402.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/48402.wav","zenodo","train","exterior","False"
"25888.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/25888.wav","zenodo","train","exterior","False"
"372002.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/372002.wav","zenodo","train","exterior","False"
"316750.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/316750.wav","zenodo","train","exterior","False"
"341328.wav","/m/02y_763","[""/m/02y_763"", ""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9"", ""/m/02dgv"", ""/t/dd00071""]","doors","[""doors"", ""traffic"", ""Domestic_sounds_and_home_sounds""]","zenodo/341328.wav","zenodo","train","interior","False"
"341329.wav","/m/02y_763","[""/m/02y_763"", ""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9"", ""/m/02dgv"", ""/t/dd00071""]","doors","[""doors"", ""traffic"", ""Domestic_sounds_and_home_sounds""]","zenodo/341329.wav","zenodo","train","interior","False"
"365916.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/365916.wav","zenodo","train","exterior","False"
"365917.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/365917.wav","zenodo","train","exterior","False"
"19805.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/19805.wav","zenodo","train","exterior","False"
"19807.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/19807.wav","zenodo","train","exterior","False"
"19806.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/19806.wav","zenodo","train","exterior","False"
"83296.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/83296.wav","zenodo","train","exterior","False"
"83298.wav","/m/07jdr","[""/m/07jdr"", ""/m/09l8g"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic"", ""voice""]","zenodo/83298.wav","zenodo","train","exterior","False"
"83299.wav","/m/07jdr","[""/m/07jdr"", ""/m/09l8g"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic"", ""voice""]","zenodo/83299.wav","zenodo","train","exterior","False"
"130434.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/130434.wav","zenodo","train","exterior","False"
"195981.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/195981.wav","zenodo","train","exterior","False"
"195982.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/195982.wav","zenodo","train","exterior","False"
"195983.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/195983.wav","zenodo","train","exterior","False"
"112028.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/112028.wav","zenodo","train","exterior","False"
"66974.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/66974.wav","zenodo","train","exterior","False"
"21928.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/21928.wav","zenodo","train","exterior","False"
"112047.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/112047.wav","zenodo","train","exterior","False"
"28085.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/28085.wav","zenodo","train","exterior","False"
"423355.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/423355.wav","zenodo","train","exterior","False"
"423356.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/423356.wav","zenodo","train","exterior","False"
"423357.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/423357.wav","zenodo","train","exterior","False"
"423358.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/423358.wav","zenodo","train","exterior","False"
"17851.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/17851.wav","zenodo","train","exterior","False"
"150978.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/150978.wav","zenodo","train","exterior","False"
"116174.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/116174.wav","zenodo","train","exterior","False"
"116175.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/116175.wav","zenodo","train","exterior","False"
"116176.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/116176.wav","zenodo","train","exterior","False"
"71121.wav","/m/07jdr","[""/m/07jdr"", ""/m/0199g"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/71121.wav","zenodo","train","exterior","False"
"388565.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/388565.wav","zenodo","train","exterior","False"
"388568.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/388568.wav","zenodo","train","exterior","False"
"388569.wav","/m/07jdr","[""/m/07jdr"", ""/m/020bb7"", ""/m/06d_3"", ""/m/07yv9"", ""/m/015p6"", ""/m/01280g"", ""/m/0jbk""]","traffic","[""traffic"", ""bird"", ""animal""]","zenodo/388569.wav","zenodo","train","exterior","False"
"126429.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/126429.wav","zenodo","train","exterior","False"
"28132.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/28132.wav","zenodo","train","exterior","False"
"146921.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/146921.wav","zenodo","train","exterior","False"
"28138.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/28138.wav","zenodo","train","exterior","False"
"323055.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/323055.wav","zenodo","train","exterior","False"
"323056.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/323056.wav","zenodo","train","exterior","False"
"323059.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/323059.wav","zenodo","train","exterior","False"
"108048.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/108048.wav","zenodo","train","exterior","False"
"398873.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/398873.wav","zenodo","train","exterior","False"
"71242.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/71242.wav","zenodo","train","exterior","False"
"69202.wav","/m/06h7j","[""/m/06h7j"", ""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","movement","[""movement"", ""traffic""]","zenodo/69202.wav","zenodo","train","indefinida","False"
"126555.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/126555.wav","zenodo","train","exterior","False"
"7790.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/7790.wav","zenodo","train","exterior","False"
"134766.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/134766.wav","zenodo","train","exterior","False"
"50816.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/50816.wav","zenodo","train","exterior","False"
"200338.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/200338.wav","zenodo","train","exterior","False"
"245399.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/245399.wav","zenodo","train","exterior","False"
"245400.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/245400.wav","zenodo","train","exterior","False"
"278176.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/278176.wav","zenodo","train","exterior","False"
"112686.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/112686.wav","zenodo","train","exterior","False"
"347821.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/347821.wav","zenodo","train","exterior","False"
"112688.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/112688.wav","zenodo","train","exterior","False"
"44742.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/44742.wav","zenodo","train","exterior","False"
"321232.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/321232.wav","zenodo","train","exterior","False"
"149211.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/149211.wav","zenodo","train","exterior","False"
"32481.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/32481.wav","zenodo","train","exterior","False"
"106210.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/106210.wav","zenodo","train","exterior","False"
"380670.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/380670.wav","zenodo","train","exterior","False"
"380676.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/380676.wav","zenodo","train","exterior","False"
"380679.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/380679.wav","zenodo","train","exterior","False"
"380680.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/380680.wav","zenodo","train","exterior","False"
"380681.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/380681.wav","zenodo","train","exterior","False"
"380682.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/380682.wav","zenodo","train","exterior","False"
"380685.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/380685.wav","zenodo","train","exterior","False"
"380686.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/380686.wav","zenodo","train","exterior","False"
"253721.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/253721.wav","zenodo","train","exterior","False"
"114467.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/114467.wav","zenodo","train","exterior","False"
"114469.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/114469.wav","zenodo","train","exterior","False"
"114477.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/114477.wav","zenodo","train","exterior","False"
"114479.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/114479.wav","zenodo","train","exterior","False"
"114489.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/114489.wav","zenodo","train","exterior","False"
"83790.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/83790.wav","zenodo","train","exterior","False"
"405343.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/405343.wav","zenodo","train","exterior","False"
"57193.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/57193.wav","zenodo","train","exterior","False"
"57194.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/57194.wav","zenodo","train","exterior","False"
"57196.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/57196.wav","zenodo","train","exterior","False"
"69494.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/69494.wav","zenodo","train","exterior","False"
"69496.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/69496.wav","zenodo","train","exterior","False"
"417657.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/417657.wav","zenodo","train","exterior","False"
"417658.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/417658.wav","zenodo","train","exterior","False"
"417660.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/417660.wav","zenodo","train","exterior","False"
"341905.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/341905.wav","zenodo","train","exterior","False"
"174023.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/174023.wav","zenodo","train","exterior","False"
"24519.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/24519.wav","zenodo","train","exterior","False"
"174036.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/174036.wav","zenodo","train","exterior","False"
"141272.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/141272.wav","zenodo","train","exterior","False"
"141273.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/141273.wav","zenodo","train","exterior","False"
"141274.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/141274.wav","zenodo","train","exterior","False"
"169947.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/169947.wav","zenodo","train","exterior","False"
"423906.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/423906.wav","zenodo","train","exterior","False"
"184291.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/184291.wav","zenodo","train","exterior","False"
"104422.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/104422.wav","zenodo","train","exterior","False"
"398683.wav","/m/07rkbfh","[""/m/07rkbfh"", ""/m/0btp2"", ""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9"", ""/t/dd00012"", ""/m/012f08""]","voice","[""voice"", ""traffic"", ""Human_group_actions""]","zenodo/398683.wav","zenodo","train","interior","False"
"160682.wav","/m/07jdr","[""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","traffic","[""traffic""]","zenodo/160682.wav","zenodo","train","exterior","False"
"398461.wav","/m/07rjwbb","[""/m/07rjwbb"", ""/m/07jdr"", ""/m/06d_3"", ""/m/07yv9""]","breathing","[""breathing"", ""traffic""]","zenodo/398461.wav","zenodo","train","interior","False"
"45056.wav","/m/03qtq","[""/m/03qtq"", ""/m/01qbl"", ""/m/0l14md"", ""/m/04szw"", ""/m/04rlf""]","percussion","[""percussion"", ""Musical_instrument"", ""Music""]","zenodo/45056.wav","zenodo","train","indefinida","False"
"45057.wav","/m/03qtq","[""/m/03qtq"", ""/m/01qbl"", ""/m/0l14md"", ""/m/04szw"", ""/m/04rlf""]","percussion","[""percussion"", ""Musical_instrument"", ""Music""]","zenodo/45057.wav","zenodo","train","indefinida","False"
"2050.wav","/m/03qtq","[""/m/03qtq"", ""/m/01qbl"", ""/m/0l14md"", ""/m/04szw"", ""/m/04rlf""]","percussion","[""percussion"", ""Musical_instrument"", ""Music""]","zenodo/2050.wav","zenodo","train","indefinida","False"
"45062.wav","/m/03qtq","[""/m/03qtq"", ""/m/01qbl"", ""/m/0l14md"", ""/m/04szw"", ""/m/04rlf""]","percussion","[""percussion"", ""Musical_instrument"", ""Music""]","zenodo/45062.wav","zenodo","train","indefinida","False"
"45063.wav","/m/03qtq","[""/m/03qtq"", ""/m/01qbl"", ""/m/0l14md"", ""/m/04szw"", ""/m/04rlf""]","percussion","[""percussion"", ""Musical_instrument"", ""Music""]","zenodo/45063.wav","zenodo","train","indefinida","False"
"45065.wav","/m/03qtq","[""/m/03qtq"", ""/m/01qbl"", ""/m/0l14md"", ""/m/04szw"", ""/m/04rlf""]","percussion","[""percussion"", ""Musical_instrument"", ""Music""]","zenodo/45065.wav","zenodo","train","indefinida","False"
"26643.wav","/m/03qtq","[""/m/03qtq"", ""/m/01qbl"", ""/m/0l14md"", ""/m/04szw"", ""/m/04rlf""]","percussion","[""percussion"", ""Musical_instrument"", ""Music""]","zenodo/26643.wav","zenodo","train","indefinida","False"
"26645.wav","/m/03qtq","[""/m/03qtq"", ""/m/01qbl"", ""/m/0l14md"", ""/m/04szw"", ""/m/04rlf""]","percussion","[""percussion"", ""Musical_instrument"", ""Music""]","zenodo/26645.wav","zenodo","train","indefinida","False"
"182293.wav","/m/03qtq","[""/m/03qtq"", ""/m/01qbl"", ""/m/0l14md"", ""/m/04szw"", ""/m/04rlf""]","percussion","[""percussion"", ""Musical_instrument"", ""Music""]","zenodo/182293.wav","zenodo","train","indefinida","False"
"26646.wav","/m/03qtq","[""/m/03qtq"", ""/m/01qbl"", ""/m/0l14md"", ""/m/04szw"", ""/m/04rlf""]","percussion","[""percussion"", ""Musical_instrument"", ""Music""]","zenodo/26646.wav","zenodo","train","indefinida","False"
"26648.wav","/m/03qtq","[""/m/03qtq"", ""/m/01qbl"", ""/m/0l14md"", ""/m/04szw"", ""/m/04rlf""]","percussion","[""percussion"", ""Musical_instrument"", ""Music""]","zenodo/26648.wav","zenodo","train","indefinida","False"
"26647.wav","/m/03qtq","[""/m/03qtq"", ""/m/01qbl"", ""/m/0l14md"", ""/m/04szw"", ""/m/04rlf""]","percussion","[""percussion"", ""Musical_instrument"", ""Music""]","zenodo/26647.wav","zenodo","train","indefinida","False"
"26650.wav","/m/03qtq","[""/m/03qtq"", ""/m/01qbl"", ""/m/0l14md"", ""/m/04szw"", ""/m/04rlf""]","percussion","[""percussion"", ""Musical_instrument"", ""Music""]","zenodo/26650.wav","zenodo","train","indefinida","False"
"182295.wav","/m/03qtq","[""/m/03qtq"", ""/m/01qbl"", ""/m/0l14md"", ""/m/04szw"", ""/m/04rlf""]","percussion","[""percussion"", ""Musical_instrument"", ""Music""]","zenodo/182295.wav","zenodo","train","indefinida","False"
"26652.wav","/m/03qtq","[""/m/03qtq"", ""/m/01qbl"", ""/m/0l14md"", ""/m/04szw"", ""/m/04rlf""]","percussion","[""percussion"", ""Musical_instrument"", ""Music""]","zenodo/26652.wav","zenodo","train","indefinida","False"
"26653.wav","/m/03qtq","[""/m/03qtq"", ""/m/01qbl"", ""/m/0l14md"", ""/m/04szw"", ""/m/04rlf""]","percussion","[""percussion"", ""Musical_instrument"", ""Music""]","zenodo/26653.wav","zenodo","train","indefinida","False"
"193564.wav","/m/03qtq","[""/m/03qtq"", ""/m/01qbl"", ""/m/0l14md"", ""/m/04szw"", ""/m/04rlf""]","percussion","[""percussion"", ""Musical_instrument"", ""Music""]","zenodo/193564.wav","zenodo","train","indefinida","False"
"26655.wav","/m/03qtq","[""/m/03qtq"", ""/m/01qbl"", ""/m/0l14md"", ""/m/04szw"", ""/m/04rlf""]","percussion","[""percussion"", ""Musical_instrument"", ""Music""]","zenodo/26655.wav","zenodo","train","indefinida","False"
"26656.wav","/m/03qtq","[""/m/03qtq"", ""/m/01qbl"", ""/m/0l14md"", ""/m/04szw"", ""/m/04rlf""]","percussion","[""percussion"", ""Musical_instrument"", ""Music""]","zenodo/26656.wav","zenodo","train","indefinida","False"
"26657.wav","/m/03qtq","[""/m/03qtq"", ""/m/01qbl"", ""/m/0l14md"", ""/m/04szw"", ""/m/04rlf""]","percussion","[""percussion"", ""Musical_instrument"", ""Music""]","zenodo/26657.wav","zenodo","train","indefinida","False"
"271404.wav","/m/03qtq","[""/m/03qtq"", ""/m/01qbl"", ""/m/0l14md"", ""/m/04szw"", ""/m/04rlf""]","percussion","[""percussion"", ""Musical_instrument"", ""Music""]","zenodo/271404.wav","zenodo","train","indefinida","False"
"271407.wav","/m/03qtq","[""/m/03qtq"", ""/m/01qbl"", ""/m/0l14md"", ""/m/04szw"", ""/m/04rlf""]","percussion","[""percussion"", ""Musical_instrument"", ""Music""]","zenodo/271407.wav","zenodo","train","indefinida","False"
"271409.wav","/m/03qtq","[""/m/03qtq"", ""/m/01qbl"", ""/m/0l14md"", ""/m/04szw"", ""/m/04rlf""]","percussion","[""percussion"", ""Musical_instrument"", ""Music""]","zenodo/271409.wav","zenodo","train","indefinida","False"
"271410.wav","/m/03qtq","[""/m/03qtq"", ""/m/01qbl"", ""/m/0l14md"", ""/m/04szw"", ""/m/04rlf""]","percussion","[""percussion"", ""Musical_instrument"", ""Music""]","zenodo/271410.wav","zenodo","train","indefinida","False"
"271412.wav","/m/03qtq","[""/m/03qtq"", ""/m/01qbl"", ""/m/0l14md"", ""/m/04szw"", ""/m/04rlf""]","percussion","[""percussion"", ""Musical_instrument"", ""Music""]","zenodo/271412.wav","zenodo","train","indefinida","False"
"271416.wav","/m/03qtq","[""/m/03qtq"", ""/m/01qbl"", ""/m/0l14md"", ""/m/04szw"", ""/m/04rlf""]","percussion","[""percussion"", ""Musical_instrument"", ""Music""]","zenodo/271416.wav","zenodo","train","indefinida","False"
"271417.wav","/m/03qtq","[""/m/03qtq"", ""/m/01qbl"", ""/m/0l14md"", ""/m/04szw"", ""/m/04rlf""]","percussion","[""percussion"", ""Musical_instrument"", ""Music""]","zenodo/271417.wav","zenodo","train","indefinida","False"
"271421.wav","/m/03qtq","[""/m/03qtq"", ""/m/01qbl"", ""/m/0l14md"", ""/m/04szw"", ""/m/04rlf""]","percussion","[""percussion"", ""Musical_instrument"", ""Music""]","zenodo/271421.wav","zenodo","train","indefinida","False"
"271422.wav","/m/03qtq","[""/m/03qtq"", ""/m/01qbl"", ""/m/0l14md"", ""/m/04szw"", ""/m/04rlf""]","percussion","[""percussion"", ""Musical_instrument"", ""Music""]","zenodo/271422.wav","zenodo","train","indefinida","False"
"207934.wav","/m/03qtq","[""/m/03qtq"", ""/m/01qbl"", ""/m/0l14md"", ""/m/04szw"", ""/m/04rlf""]","percussion","[""percussion"", ""Musical_instrument"", ""Music""]","zenodo/207934.wav","zenodo","train","indefinida","False"
"46149.wav","/m/03qtq","[""/m/03qtq"", ""/m/01qbl"", ""/m/0l14md"", ""/m/04szw"", ""/m/04rlf""]","percussion","[""percussion"", ""Musical_instrument"", ""Music""]","zenodo/46149.wav","zenodo","train","indefinida","False"
"46150.wav","/m/03qtq","[""/m/03qtq"", ""/m/01qbl"", ""/m/0l14md"", ""/m/04szw"", ""/m/04rlf""]","percussion","[""percussion"", ""Musical_instrument"", ""Music""]","zenodo/46150.wav","zenodo","train","indefinida","False"
"46153.wav","/m/03qtq","[""/m/03qtq"", ""/m/01qbl"", ""/m/0l14md"", ""/m/04szw"", ""/m/04rlf""]","percussion","[""percussion"", ""Musical_instrument"", ""Music""]","zenodo/46153.wav","zenodo","train","indefinida","False"
"46156.wav","/m/03qtq","[""/m/03qtq"", ""/m/01qbl"", ""/m/0l14md"", ""/m/04szw"", ""/m/04rlf""]","percussion","[""percussion"", ""Musical_instrument"", ""Music""]","zenodo/46156.wav","zenodo","train","indefinida","False"
"46159.wav","/m/03qtq","[""/m/03qtq"", ""/m/01qbl"", ""/m/0l14md"", ""/m/04szw"", ""/m/04rlf""]","percussion","[""percussion"", ""Musical_instrument"", ""Music""]","zenodo/46159.wav","zenodo","train","indefinida","False"
"46160.wav","/m/03qtq","[""/m/03qtq"", ""/m/01qbl"", ""/m/0l14md"", ""/m/04szw"", ""/m/04rlf""]","percussion","[""percussion"", ""Musical_instrument"", ""Music""]","zenodo/46160.wav","zenodo","train","indefinida","False"
"46162.wav","/m/03qtq","[""/m/03qtq"", ""/m/01qbl"", ""/m/0l14md"", ""/m/04szw"", ""/m/04rlf""]","percussion","[""percussion"", ""Musical_instrument"", ""Music""]","zenodo/46162.wav","zenodo","train","indefinida","False"
"29779.wav","/m/03qtq","[""/m/03qtq"", ""/m/01qbl"", ""/m/0l14md"", ""/m/04szw"", ""/m/04rlf""]","percussion","[""percussion"", ""Musical_instrument"", ""Music""]","zenodo/29779.wav","zenodo","train","indefinida","False"
"29780.wav","/m/03qtq","[""/m/03qtq"", ""/m/01qbl"", ""/m/0l14md"", ""/m/04szw"", ""/m/04rlf""]","percussion","[""percussion"", ""Musical_instrument"", ""Music""]","zenodo/29780.wav","zenodo","train","indefinida","False"
