	filename	event_label	onset	offset
32398	3699.wav	Sing	3.3851442	8.860493
32399	10069.wav	Door	0.61422855	2.8499017
32400	10069.wav	Yawn	1.8480589	3.6982744
32401	10069.wav	Ambulance	3.3500278	5.5488048
32402	10069.wav	Thunder	3.9229224	4.8524995
32403	3509.wav	TruckHorn	4.455892	6.6327314
32404	3509.wav	RingTone	8.414559	10.0
32405	14407.wav	Train	3.8823335	9.972839
32406	14407.wav	Cat	4.8026104	5.4847426
32407	14407.wav	Notifications	7.028357	10.0
32408	2113.wav	Ambulance	1.810981	1.8423282
32409	2113.wav	Vibrating	4.807469	6.532974
32410	2113.wav	Notifications	4.910671	7.4902387
32411	12563.wav	ManipulatingObjects	1.3189522	10.0
32412	12563.wav	Cry	2.4752896	9.118067
32413	12563.wav	Sneeze	9.047674	10.0
32414	6023.wav	Airplane	4.554406	9.687329
32415	6023.wav	Speech	5.972248	6.273794
32416	5750.wav	Sneeze	2.362547	2.9461143
32417	5750.wav	Notifications	4.1906614	4.5198097
32418	5750.wav	Vibrating	5.238455	6.9281325
32419	5750.wav	Cough	7.393387	8.040026
32420	9834.wav	Truck	3.554213	8.889746
32421	9834.wav	CarHorn	4.107034	7.753482
32422	5504.wav	TruckHorn	2.297551	4.1591983
32423	5504.wav	WarningBeeps	2.728531	9.961252
32424	5504.wav	Cry	5.5381136	7.3245325
32425	14760.wav	TruckHorn	2.7075956	4.7960687
32426	14760.wav	Cough	2.96794	7.7873774
32427	14760.wav	Cough	4.625876	5.024813
32428	8519.wav	Ambulance	2.061564	10.0
32429	8519.wav	Crash	4.0662255	6.0329247
32430	8519.wav	Ambulance	6.691241	6.7276564
32431	5765.wav	Police	4.4306026	6.505029
32432	5765.wav	Rain	4.5392227	8.25445
32433	5765.wav	Truck	5.5962734	9.926963
32434	5765.wav	TrainHorn	6.3437486	9.177359
32435	5865.wav	Notifications	3.0324333	3.5685568
32436	5865.wav	BoatHorn	3.1771526	6.170366
32437	5865.wav	BoatHorn	6.6170106	10.0
32438	1439.wav	Speech	2.1262057	3.4217675
32439	1439.wav	Car	8.542916	10.0
32440	6589.wav	Truck	1.6279922	10.0
32441	6589.wav	CarHorn	6.3259387	10.0
32442	6589.wav	Vibrating	7.8209715	10.0
32443	10159.wav	BoatHorn	0.30061173	3.612389
32444	10159.wav	TrainHorn	2.1491294	8.918807
32445	10159.wav	CarHorn	2.2393718	6.2110076
32446	10159.wav	Wiper	3.9208448	10.0
32447	9344.wav	Police	0.23260522	2.743815
32448	9344.wav	CarHorn	0.5862245	4.193896
32449	9344.wav	CarHorn	7.3127465	7.9943914
32450	9344.wav	Sneeze	8.721299	9.37176
32451	12219.wav	Ambulance	1.2448814	7.6864953
32452	12219.wav	TrainHorn	2.8919995	7.038442
32453	12219.wav	CarHorn	3.0689762	4.4944773
32454	12219.wav	BoatHorn	5.75731	10.0
32455	12219.wav	Speech	6.28299	8.629249
32456	4709.wav	Speech	2.8163323	8.862952
32457	4709.wav	BoatHorn	3.4104352	8.093569
32458	4709.wav	Airplane	6.5820613	10.0
32459	3338.wav	Notifications	0.544503	1.7468574
32460	3338.wav	Thunder	1.3272822	8.736973
32461	3338.wav	BoatHorn	3.6154056	10.0
32462	13414.wav	BoatHorn	0.7317461	10.0
32463	13414.wav	Train	1.9701179	10.0
32464	13414.wav	TruckHorn	8.077987	10.0
32465	9407.wav	Notifications	0.2995628	1.0379661
32466	9407.wav	Cat	2.0138628	3.372243
32467	9407.wav	Speech	2.366904	3.5153856
32468	9407.wav	Dog	3.8320093	5.6381607
32469	9407.wav	Train	5.0520597	7.7258263
32470	7703.wav	BoatHorn	3.089879	6.429711
32471	7703.wav	CarHorn	3.4559886	5.6487584
32472	7703.wav	Ignition	3.5019414	6.0805335
32473	7703.wav	Dog	4.419821	8.212633
32474	7703.wav	ManipulatingObjects	5.2539024	8.435943
32475	3522.wav	Speech	2.0553656	10.0
32476	3522.wav	Helicopter	2.2030427	10.0
32477	3522.wav	Rain	4.0852427	10.0
32478	3522.wav	Cry	4.6599593	10.0
32479	9431.wav	Police	2.0960143	10.0
32480	9431.wav	Police	4.9006352	6.3457036
32481	9431.wav	Laughter	7.2126474	10.0
32482	4116.wav	BoatHorn	2.9231372	9.828117
32483	4116.wav	RingTone	4.3652463	6.0001063
32484	4116.wav	Yawn	5.1184444	6.501029
32485	2228.wav	TrainHorn	1.3710394	3.3390422
32486	2228.wav	Cry	2.6841133	10.0
32487	2228.wav	Hail	2.7934384	10.0
32488	2228.wav	Dog	5.4307747	10.0
32489	13210.wav	RingTone	0.7686888	10.0
32490	13210.wav	Truck	2.5768542	5.33809
32491	13210.wav	Ambulance	6.201362	9.006738
32492	3777.wav	CarHorn	0.20303285	1.9270661
32493	3777.wav	Rain	1.5787905	10.0
32494	3777.wav	TruckHorn	3.5405364	6.4047318
32495	3777.wav	Cry	5.6564465	10.0
32496	3777.wav	BoatHorn	7.397051	10.0
32497	3474.wav	Cough	4.0157704	9.5001745
32498	3474.wav	Cough	5.914776	6.8786325
32499	4234.wav	Scream	2.2782924	4.444647
32500	4234.wav	RingTone	5.5186033	6.925066
32501	4234.wav	Firefighters	5.7523446	7.8623037
32502	187.wav	Speech	0.11974144	1.4026128
32503	187.wav	MicrophoneNoise	3.6355267	10.0
32504	187.wav	Ambulance	3.991832	10.0
32505	187.wav	TruckHorn	5.5659485	8.290338
32506	2405.wav	TruckHorn	0.059248324	2.2557347
32507	2405.wav	Notifications	3.0911677	3.949394
32508	2405.wav	CarHorn	7.7062044	8.511654
32509	2405.wav	Cat	8.131196	10.0
32510	11631.wav	Firefighters	0.49610412	2.5743752
32511	11631.wav	Ambulance	4.278207	6.187633
32512	11631.wav	RingTone	4.77078	10.0
32513	11631.wav	TruckHorn	6.60219	8.541248
32514	6688.wav	Motorcyle	0.9668478	4.6329694
32515	6688.wav	Cry	4.210157	6.2052426
32516	6688.wav	CarHorn	5.5465574	6.1923594
32517	6688.wav	Airplane	7.7193956	10.0
32518	7537.wav	Sing	2.418392	10.0
32519	7537.wav	CarHorn	3.7027216	4.848934
32520	7537.wav	Yawn	7.7585425	10.0
32521	5324.wav	Cough	1.4894885	1.669787
32522	5324.wav	Airplane	1.6005892	10.0
32523	5324.wav	Notifications	3.251377	6.0780106
32524	11271.wav	Laughter	0.6048667	3.8491316
32525	11271.wav	Police	3.7339034	10.0
32526	2853.wav	Truck	3.1739569	10.0
32527	2853.wav	BoatHorn	4.2282166	10.0
32528	2853.wav	CarHorn	4.347091	5.052236
32529	10097.wav	BoatHorn	6.215009	10.0
32530	10097.wav	Crash	6.8280954	7.1931763
32531	14577.wav	Cry	1.3342419	3.3230367
32532	14577.wav	TruckHorn	7.671285	10.0
32533	7458.wav	Firefighters	1.4248942	3.4556768
32534	7458.wav	RingTone	3.10569	10.0
32535	7458.wav	Police	3.1219695	10.0
32536	7458.wav	Cry	6.742768	10.0
32537	8898.wav	Dog	1.0635269	3.8174593
32538	8898.wav	Airplane	3.424225	4.3972325
32539	8898.wav	Police	4.5785947	9.697357
32540	8898.wav	TruckHorn	7.8467393	10.0
32541	14115.wav	Ignition	0.02607681	1.3039542
32542	14115.wav	Dog	1.2723116	1.7281097
32543	14115.wav	Motorcyle	6.902752	9.721998
32544	14115.wav	BoatHorn	7.0365057	10.0
32545	613.wav	BoatHorn	1.3271446	5.4962063
32546	613.wav	Police	1.3362975	9.191455
32547	613.wav	BoatHorn	1.606457	4.9467745
32548	613.wav	CarHorn	1.7337961	1.828356
32549	12562.wav	Laughter	0.29069442	7.29771
32550	12562.wav	Speech	1.1822661	3.51918
32551	12562.wav	Cry	1.8502337	4.6393785
32552	12562.wav	Firefighters	4.965115	10.0
32553	12562.wav	Vibrating	7.6299815	9.533845
32554	6411.wav	Speech	1.8934739	10.0
32555	6411.wav	Police	1.9937001	8.898348
32556	6411.wav	Cry	2.1103177	10.0
32557	6411.wav	TruckHorn	8.409786	9.519604
32558	3746.wav	Dog	0.15450211	0.34360832
32559	3746.wav	CarHorn	0.37714532	3.603785
32560	3746.wav	RingTone	1.7239372	10.0
32561	3746.wav	RingTone	2.1240585	10.0
32562	10972.wav	Firefighters	0.4739969	2.2554579
32563	10972.wav	TrainHorn	2.083817	5.9446836
32564	10972.wav	TrainHorn	7.664789	10.0
32565	1912.wav	Speech	2.5712335	4.3764286
32566	1912.wav	Car	2.5868592	7.438601
32567	1912.wav	Cat	4.8059945	7.2787476
32568	6293.wav	Cough	7.6260653	7.77864
32569	6293.wav	CarHorn	8.008693	9.2385
32570	6293.wav	Dog	8.694864	9.024001
32571	1026.wav	Yawn	2.277029	3.040256
32572	1026.wav	BoatHorn	5.018825	8.526113
32573	1026.wav	Door	8.57373	8.774134
32574	9522.wav	Drift	0.123439	1.4791106
32575	9522.wav	Ambulance	1.5664834	10.0
32576	9522.wav	TrainHorn	2.8294363	5.497707
32577	9522.wav	Police	6.0422244	10.0
32578	9522.wav	Vibrating	7.712477	9.70209
32579	10652.wav	TrainHorn	1.7244469	5.698729
32580	10652.wav	RingTone	4.0169497	10.0
32581	10652.wav	Notifications	5.236652	5.2977433
32582	11140.wav	Dog	2.268348	2.5777993
32583	11140.wav	Car	5.2053742	10.0
32584	11140.wav	Vibrating	7.1723986	9.450452
32585	7684.wav	Cry	1.9365345	4.4599285
32586	7684.wav	Cat	7.243287	7.811073
32587	3585.wav	Speech	1.9137077	3.8456159
32588	3585.wav	Dog	1.914352	7.2298512
32589	3585.wav	Firefighters	3.291369	10.0
32590	3585.wav	TruckHorn	6.8763404	9.8278475
32591	3439.wav	TrainHorn	1.1374986	10.0
32592	3439.wav	Ignition	4.448976	5.6046767
32593	3439.wav	TruckHorn	4.7845993	5.971032
32594	3439.wav	Vibrating	4.832642	6.0533853
32595	9502.wav	Music	1.070833	10.0
32596	9502.wav	Drift	7.098806	10.0
32597	9502.wav	Firefighters	8.482615	10.0
32598	6055.wav	Cry	0.7148728	6.825595
32599	6055.wav	Truck	4.6102133	5.4090657
32600	6055.wav	Speech	8.273776	10.0
32601	6055.wav	Dog	9.207446	9.627857
32602	8127.wav	Notifications	0.21464954	0.26650026
32603	8127.wav	Notifications	1.5604055	2.3034499
32604	8127.wav	Cry	2.879794	10.0
32605	8127.wav	TrainHorn	3.224857	10.0
32606	1615.wav	Speech	2.0094786	2.3535097
32607	1615.wav	Drift	4.3742204	5.520852
32608	5851.wav	RingTone	1.5636003	3.1747055
32609	5851.wav	Airplane	6.506573	8.22225
32610	5851.wav	BoatHorn	7.0816927	10.0
32611	5851.wav	Airplane	8.157347	9.647877
32612	428.wav	Police	2.1880038	8.828002
32613	428.wav	Speech	2.2954552	4.2620826
32614	428.wav	Speech	3.2563763	10.0
32615	428.wav	Dog	5.5149875	5.950417
32616	428.wav	Yawn	8.202825	9.782522
32617	3409.wav	Notifications	1.216593	8.380705
32618	3409.wav	BoatHorn	3.4535928	8.234809
32619	3409.wav	Yawn	6.4987855	8.63909
32620	1827.wav	Window	0.48297676	2.463247
32621	1827.wav	Police	2.0561438	10.0
32622	14892.wav	Hail	0.7194406	10.0
32623	14892.wav	Sneeze	1.0615308	1.2496169
32624	14892.wav	Yawn	1.6391482	2.3961356
32625	729.wav	Vibrating	4.239193	4.688972
32626	729.wav	RingTone	5.2497745	10.0
32627	729.wav	Yawn	6.2329226	6.9686985
32628	729.wav	Ambulance	6.5253906	10.0
32629	729.wav	TrainHorn	6.660739	8.189944
32630	1302.wav	Car	1.0779542	2.5601642
32631	1302.wav	Yawn	6.7705703	8.725655
32632	1302.wav	TruckHorn	8.218192	10.0
32633	12452.wav	Speech	1.5163345	2.9386606
32634	12452.wav	Sneeze	3.8529255	4.6739264
32635	12452.wav	Notifications	4.99446	5.541602
32636	12452.wav	Notifications	6.8882933	9.610507
32637	11408.wav	Cat	2.0365	2.7429984
32638	11408.wav	Cough	6.1816387	8.962806
32639	11408.wav	Vibrating	8.423101	9.0942
32640	1255.wav	Cry	3.817607	5.343395
32641	1255.wav	RingTone	4.2541695	9.528378
32642	1255.wav	Police	6.869283	10.0
32643	878.wav	Laughter	3.434199	9.76327
32644	878.wav	Vibrating	5.8356233	6.30523
32645	10725.wav	Airplane	1.0535854	10.0
32646	10725.wav	Ambulance	3.680791	10.0
32647	10725.wav	Sneeze	8.330812	9.073051
32648	3035.wav	Cry	0.27174243	8.51595
32649	3035.wav	RingTone	1.3399953	10.0
32650	3035.wav	Cry	2.4226463	9.382133
32651	3035.wav	Yawn	2.879769	4.504649
32652	3035.wav	Police	5.555315	10.0
32653	11600.wav	Helicopter	0.7682783	8.249543
32654	11600.wav	Dog	0.84033895	1.032275
32655	11600.wav	Notifications	4.4566803	6.762595
32656	5574.wav	Car	2.2851653	4.069216
32657	5574.wav	Cry	3.0948727	5.120164
32658	5574.wav	Laughter	4.991688	7.0767765
32659	7389.wav	Ambulance	2.793987	8.257388
32660	7389.wav	Cry	3.6862202	10.0
32661	7389.wav	Vibrating	3.7426412	4.1559615
32662	7389.wav	Sneeze	6.988825	7.9173822
32663	4257.wav	Vibrating	3.6067004	4.904244
32664	4257.wav	Dog	5.051109	5.344834
32665	4257.wav	Car	6.7253094	10.0
32666	13288.wav	TruckHorn	0.39693972	2.5188923
32667	13288.wav	RingTone	0.8800236	5.704583
32668	13288.wav	Vibrating	1.4348533	1.9756576
32669	13288.wav	Cough	6.7148905	9.435636
32670	3169.wav	Music	4.2831035	8.624237
32671	3169.wav	Cat	9.303335	10.0
32672	10544.wav	Notifications	2.715246	3.4626894
32673	10544.wav	Notifications	3.0427244	10.0
32674	10544.wav	Ambulance	4.572759	5.9253693
32675	10544.wav	Sneeze	8.095184	8.864422
32676	4608.wav	Vibrating	0.40528902	2.807975
32677	4608.wav	WarningBeeps	2.3404953	10.0
32678	4608.wav	Vibrating	2.474069	3.5931456
32679	4608.wav	Notifications	8.832234	9.435987
32680	4325.wav	Ambulance	2.6554818	8.158552
32681	4325.wav	Vibrating	3.116304	3.7629566
32682	4325.wav	Speech	5.6182494	7.425519
32683	4325.wav	Dog	7.1059833	10.0
32684	4325.wav	RingTone	7.2511363	7.906765
32685	7479.wav	Cry	2.986886	10.0
32686	7479.wav	Cat	3.5312345	4.4503365
32687	7479.wav	WarningBeeps	4.281058	10.0
32688	7479.wav	TrainHorn	5.1040015	8.415428
32689	728.wav	Firefighters	0.9116917	10.0
32690	728.wav	Cry	1.8462101	9.050082
32691	728.wav	Ambulance	2.4856973	10.0
32692	728.wav	Music	2.648645	10.0
32693	728.wav	Ignition	5.2650857	7.2195807
32694	11433.wav	Notifications	1.0831878	3.0069563
32695	11433.wav	Speech	2.8091478	3.5798695
32696	11433.wav	TrainHorn	4.402849	10.0
32697	11433.wav	Cry	6.7447624	8.502132
32698	11433.wav	Cat	9.145184	10.0
32699	7532.wav	Notifications	1.7645478	2.5018373
32700	7532.wav	Hail	2.3498802	6.3227096
32701	7532.wav	Ambulance	3.4598222	10.0
32702	7532.wav	Cry	6.091325	8.900056
32703	702.wav	Cry	0.5394148	10.0
32704	702.wav	Vibrating	6.989035	7.8981323
32705	702.wav	Hit	9.003046	10.0
32706	14533.wav	Rain	2.8757803	8.166895
32707	14533.wav	Notifications	4.01582	4.570122
32708	2610.wav	Yawn	2.6180758	4.7572575
32709	2610.wav	RingTone	2.976775	10.0
32710	2610.wav	Vibrating	3.1526167	4.385238
32711	2610.wav	Dog	3.5215607	3.6437302
32712	2610.wav	TruckHorn	5.0449266	7.351565
32713	1010.wav	TrainHorn	7.7696805	10.0
32714	1010.wav	Hit	9.50678	10.0
32715	10479.wav	Notifications	0.12175582	0.6625834
32716	10479.wav	TruckHorn	7.9542623	10.0
32717	5919.wav	TrainHorn	0.18498915	4.6055975
32718	5919.wav	BoatHorn	3.2431638	5.9777226
32719	5919.wav	Dog	3.4933352	3.7075212
32720	5919.wav	CarHorn	3.507995	3.9650426
32721	661.wav	Vibrating	0.6118837	1.997005
32722	661.wav	Airplane	6.0620193	9.5638895
32723	661.wav	TruckHorn	7.026863	10.0
32724	661.wav	Cough	9.145731	9.363724
32725	9473.wav	TrainHorn	1.8948648	4.469653
32726	9473.wav	Music	8.280707	8.29562
32727	11273.wav	Yawn	6.4078264	10.0
32728	11273.wav	RingTone	6.790591	9.504986
32729	11273.wav	Drift	9.615853	10.0
32730	12388.wav	Police	0.3894022	2.6465683
32731	12388.wav	Cough	5.1929274	10.0
32732	12388.wav	Rain	5.330489	10.0
32733	12388.wav	Dog	6.524912	10.0
32734	12388.wav	Notifications	9.086174	9.613324
32735	4603.wav	TrainHorn	1.0606157	4.2819834
32736	4603.wav	Dog	5.4779367	5.646911
32737	4603.wav	Speech	8.235107	10.0
32738	1503.wav	TrainHorn	3.1290584	10.0
32739	1503.wav	Sneeze	3.3160732	3.7029936
32740	1503.wav	Firefighters	4.2246447	7.564898
32741	1503.wav	Firefighters	8.526255	10.0
32742	10141.wav	Speech	0.7408583	2.8593168
32743	10141.wav	BoatHorn	5.645301	10.0
32744	1594.wav	TrainHorn	2.1654003	5.412188
32745	1594.wav	TruckHorn	2.8972213	4.4014688
32746	1594.wav	CarHorn	6.1041217	10.0
32747	13635.wav	RingTone	0.55526745	10.0
32748	13635.wav	Cat	2.0373898	3.1674235
32749	13635.wav	Vibrating	3.0993378	5.26996
32750	4069.wav	TruckHorn	3.0025527	4.8359733
32751	4069.wav	Vibrating	3.1340423	5.479771
32752	4069.wav	Airplane	3.6349862	5.48159
32753	4069.wav	CarHorn	7.582138	8.9926
32754	5759.wav	TrainHorn	3.837259	10.0
32755	5759.wav	Sing	6.3143034	10.0
32756	5759.wav	Sneeze	9.71728	9.821274
32757	10044.wav	CarHorn	0.43454534	1.0201088
32758	10044.wav	Wiper	1.3589722	9.412935
32759	10044.wav	BoatHorn	3.995217	8.428405
32760	10044.wav	Drink	4.277451	4.6654916
32761	5383.wav	Dog	1.0442507	1.3292643
32762	5383.wav	Ambulance	5.3823557	10.0
32763	5383.wav	WarningBeeps	5.7095685	10.0
32764	5383.wav	Cry	7.9423995	9.3937845
32765	1855.wav	Drift	1.6171412	4.5644345
32766	1855.wav	Ambulance	2.6334481	4.6693234
32767	1855.wav	Dog	5.5969605	5.826401
32768	1855.wav	Yawn	9.121925	10.0
32769	5080.wav	Vibrating	4.695898	5.9582815
32770	5080.wav	Cry	5.1784353	7.047071
32771	10932.wav	BoatHorn	0.46149242	1.8381186
32772	10932.wav	RingTone	0.9597506	10.0
32773	10932.wav	BoatHorn	2.6450365	4.099044
32774	10932.wav	Firefighters	3.662154	7.776471
32775	10180.wav	Firefighters	1.3536578	10.0
32776	10180.wav	Cat	8.959539	9.95997
32777	2344.wav	Firefighters	0.839238	10.0
32778	2344.wav	Cat	2.7578096	3.961148
32779	2344.wav	Cat	6.7236457	7.4219985
32780	2344.wav	Laughter	7.4027486	8.633847
32781	2763.wav	Cat	3.5581722	4.2410264
32782	2763.wav	Police	5.503457	10.0
32783	2763.wav	Vibrating	7.2740993	7.9269795
32784	2763.wav	Vibrating	7.6334333	9.204649
32785	10034.wav	Hail	1.5760466	10.0
32786	10034.wav	Police	4.2887897	10.0
32787	10034.wav	Yawn	5.0516405	8.972179
32788	10034.wav	Cat	9.170523	10.0
32789	9811.wav	Wiper	0.8818132	10.0
32790	9811.wav	Sing	2.1419978	4.6273217
32791	9811.wav	Ambulance	3.978357	10.0
32792	9811.wav	TrainHorn	4.969773	6.9648724
32793	14958.wav	Speech	0.4142643	1.8118784
32794	14958.wav	Crash	4.925418	5.44944
32795	14958.wav	Sneeze	5.990313	6.779131
32796	14958.wav	Notifications	8.499929	9.159747
32797	5026.wav	Cry	0.9732164	7.663384
32798	5026.wav	Vibrating	3.525617	4.8154907
32799	5026.wav	Dog	6.4024153	6.7252383
32800	5250.wav	Sneeze	0.103253506	0.93868124
32801	5250.wav	Door	6.116302	6.5567946
32802	5250.wav	Truck	7.7694664	10.0
32803	5140.wav	Cough	2.9243975	4.24334
32804	5140.wav	Train	3.3057067	8.789059
32805	5140.wav	Cry	4.1251807	10.0
32806	8044.wav	BoatHorn	0.07681618	5.305986
32807	8044.wav	Ambulance	3.3445108	10.0
32808	8044.wav	Police	3.577459	9.396264
32809	8044.wav	Hit	5.758623	6.4735603
32810	12968.wav	Notifications	4.0002995	4.544101
32811	12968.wav	TrainHorn	4.446993	5.91966
32812	12968.wav	Car	8.449942	10.0
32813	3797.wav	Police	0.0	10.0
32814	3797.wav	Music	1.0841409	10.0
32815	3797.wav	TruckHorn	7.550563	10.0
32816	6314.wav	Ignition	1.4838737	3.2257264
32817	6314.wav	RingTone	3.431606	4.4857907
32818	6314.wav	CarHorn	8.230061	9.151335
32819	9074.wav	Vibrating	3.6310842	4.421217
32820	9074.wav	RingTone	4.669758	7.630037
32821	9074.wav	Cough	4.8007693	5.0430756
32822	7394.wav	Scream	2.144724	5.2146416
32823	7394.wav	Cat	4.264111	5.365505
32824	486.wav	RingTone	1.4065315	4.4336066
32825	486.wav	Drink	1.6494852	1.965643
32826	486.wav	Cat	6.436118	7.138546
32827	556.wav	Speech	2.9795063	5.785736
32828	556.wav	TruckHorn	4.192827	6.5154567
32829	556.wav	RingTone	4.6319633	10.0
32830	2234.wav	Rain	0.786514	3.6473823
32831	2234.wav	BoatHorn	3.511329	10.0
32832	4435.wav	Airplane	2.6427798	10.0
32833	4435.wav	RingTone	7.6645665	10.0
32834	424.wav	Cat	0.2942115	0.9796894
32835	424.wav	Motorcyle	4.3600707	10.0
32836	424.wav	Yawn	6.332209	8.409535
32837	1070.wav	Vibrating	1.7345445	2.7428286
32838	1070.wav	Train	2.5007179	10.0
32839	1070.wav	Cry	2.6109624	10.0
32840	1070.wav	Car	7.5209084	10.0
32841	4544.wav	Crash	0.6533184	3.3715873
32842	4544.wav	BoatHorn	3.3118036	5.441688
32843	4544.wav	Firefighters	4.021824	10.0
32844	4544.wav	Cough	9.028269	9.235675
32845	48.wav	Vibrating	1.7741235	3.3743825
32846	48.wav	Ambulance	2.47685	8.611099
32847	48.wav	Speech	2.8929913	5.189189
32848	48.wav	WarningBeeps	2.9813595	10.0
32849	12444.wav	TruckHorn	4.1849837	5.4727473
32850	12444.wav	Yawn	4.396443	5.6408415
32851	12444.wav	Hail	5.8943906	8.916934
32852	9528.wav	ManipulatingObjects	1.2046537	2.7822309
32853	9528.wav	Airplane	3.5946639	5.467593
32854	9528.wav	Speech	6.61808	8.668423
32855	4153.wav	Truck	0.96402746	6.3459845
32856	4153.wav	Police	1.1101599	5.4139643
32857	4153.wav	Airplane	2.0650403	6.915627
32858	4153.wav	Firefighters	2.706173	5.0122356
32859	4153.wav	Yawn	6.0318584	10.0
32860	6362.wav	Drink	2.3511477	3.7320373
32861	6362.wav	Firefighters	3.3981423	8.107879
32862	6362.wav	Yawn	6.5844655	10.0
32863	6362.wav	TruckHorn	7.32712	10.0
32864	2933.wav	Notifications	2.774932	3.2479758
32865	2933.wav	TruckHorn	3.2673147	5.467294
32866	2933.wav	Vibrating	3.6647487	4.127897
32867	2933.wav	TrainHorn	7.329718	9.351914
32868	2933.wav	MicrophoneNoise	8.6202345	8.75814
32869	8852.wav	Ambulance	0.045249734	2.166228
32870	8852.wav	ManipulatingObjects	0.6937717	3.6781995
32871	8852.wav	Yawn	6.632286	8.708799
32872	896.wav	Vibrating	2.0195599	2.5318093
32873	896.wav	Speech	2.628348	4.658274
32874	896.wav	BoatHorn	6.737637	10.0
32875	896.wav	Hit	8.741745	9.303939
32876	13828.wav	Police	3.0940912	10.0
32877	13828.wav	Cough	9.350687	9.5923395
32878	11041.wav	Car	1.7070959	4.0861516
32879	11041.wav	Car	3.2268777	4.5699773
32880	11041.wav	RingTone	4.7012057	9.869245
32881	11041.wav	BoatHorn	5.6773868	9.665036
32882	11041.wav	Notifications	5.6826305	5.9730477
32883	4437.wav	Train	0.48608512	10.0
32884	4437.wav	Sneeze	3.2253182	4.1472754
32885	4437.wav	Notifications	9.028334	9.78491
32886	7575.wav	Ambulance	2.5942483	10.0
32887	7575.wav	Speech	3.6242578	3.7711823
32888	7575.wav	Cry	5.622016	10.0
32889	7575.wav	CarHorn	8.815213	9.646844
32890	10005.wav	Drink	1.9737184	2.213634
32891	10005.wav	TrainHorn	6.308847	9.708484
32892	10005.wav	Drift	9.144176	10.0
32893	4606.wav	Sing	3.5311048	10.0
32894	4606.wav	Vibrating	9.409309	10.0
32895	684.wav	MicrophoneNoise	5.6721783	6.58627
32896	684.wav	Cry	7.0782304	10.0
32897	684.wav	Yawn	8.302325	10.0
32898	684.wav	BoatHorn	8.323041	10.0
32899	13978.wav	TrainHorn	2.0716093	4.5957584
32900	13978.wav	TruckHorn	3.9602375	6.9658823
32901	4082.wav	Cat	2.022928	2.8198078
32902	4082.wav	Hit	6.3524303	7.108894
32903	4082.wav	Police	8.376889	10.0
32904	14106.wav	RingTone	7.350746	8.629253
32905	14106.wav	Drink	9.545168	9.987185
32906	1097.wav	Yawn	3.4028633	5.0082455
32907	1097.wav	RingTone	5.0282135	8.303571
32908	1097.wav	Hit	6.1779823	7.022922
32909	1097.wav	Sneeze	9.155044	10.0
32910	7127.wav	Speech	0.5515404	2.938554
32911	7127.wav	Drift	1.7470176	2.3359027
32912	7127.wav	Cough	4.0655837	10.0
32913	7127.wav	RingTone	7.6629524	8.590534
32914	4468.wav	Ambulance	0.0	10.0
32915	4468.wav	Truck	0.72040397	7.794563
32916	4468.wav	Airplane	0.7410296	10.0
32917	13474.wav	Cat	0.74392754	1.7502364
32918	13474.wav	Dog	0.99396306	1.5983592
32919	13474.wav	Dog	7.783647	8.074477
32920	13474.wav	Police	8.334279	10.0
32921	8175.wav	Motorcyle	2.7196968	10.0
32922	8175.wav	Ambulance	7.6766706	10.0
32923	8175.wav	Sneeze	7.9831085	8.205976
32924	8175.wav	Vibrating	8.797009	10.0
32925	1184.wav	Cough	1.7399616	10.0
32926	1184.wav	Cat	2.048703	3.0620503
32927	1184.wav	Cat	5.840308	6.763556
32928	13479.wav	Cry	5.8002114	10.0
32929	13479.wav	TruckHorn	6.5807056	8.677914
32930	13479.wav	CarHorn	7.2208557	8.572014
32931	13479.wav	Sing	8.867718	9.995512
32932	3291.wav	Airplane	0.050881322	4.8956327
32933	3291.wav	Firefighters	5.168939	10.0
32934	3291.wav	Notifications	5.575048	5.863967
32935	3291.wav	TruckHorn	8.320804	10.0
32936	5976.wav	Dog	0.11628943	0.3355811
32937	5976.wav	TrainHorn	3.955008	10.0
32938	5976.wav	Hit	9.25693	10.0
32939	5924.wav	TrainHorn	0.050149877	1.6167417
32940	5924.wav	Thunder	2.0479863	5.361189
32941	5924.wav	Speech	3.108719	4.2760468
32942	5924.wav	Ignition	4.5816875	6.518977
32943	9297.wav	Cat	1.5154335	2.262356
32944	9297.wav	Ambulance	5.2621794	8.993109
32945	9297.wav	Ambulance	8.3524	10.0
32946	11925.wav	TrainHorn	0.21821794	4.391777
32947	11925.wav	Speech	2.762492	8.092956
32948	11925.wav	Dog	2.8743584	3.2532153
32949	11925.wav	TrainHorn	5.0266385	10.0
32950	11728.wav	Vibrating	0.6009313	1.7887762
32951	11728.wav	Cry	1.3925524	3.8239632
32952	11728.wav	Drink	9.0400305	9.250992
32953	11728.wav	Drink	9.349268	9.922626
32954	10469.wav	Drift	2.0950272	3.135634
32955	10469.wav	CarHorn	4.732546	6.0423684
32956	9757.wav	Car	0.91493714	7.747379
32957	9757.wav	Speech	1.2342408	6.5123253
32958	9757.wav	Cry	1.6548725	4.61797
32959	9757.wav	Wiper	4.024064	8.189718
32960	9757.wav	Sneeze	9.411909	10.0
32961	3194.wav	Crash	7.486601	8.501642
32962	3194.wav	TrainHorn	7.888826	10.0
32963	10807.wav	Cry	2.327646	7.479577
32964	10807.wav	Car	3.5421693	10.0
