"audio","label","labels","human_label","human_labels","path"
"56704.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\56704.wav"
"56706.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\56706.wav"
"56707.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\56707.wav"
"56708.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\56708.wav"
"56709.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\56709.wav"
"56710.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\56710.wav"
"339335.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\339335.wav"
"327048.wav","/m/02mk9","[""/m/02mk9"", ""/m/01d380"", ""/m/0_ksk"", ""/m/07k1x""]","engine","[""engine"", ""drilling"", ""Power_tool"", ""Tools""]","audios/train\327048.wav"
"185744.wav","/m/02mk9","[""/m/02mk9"", ""/m/0k4j"", ""/m/012f08"", ""/m/07yv9""]","engine","[""Car"", ""engine"", ""Motor_vehicle_(road)"", ""Vehicle""]","audios/train\185744.wav"
"189877.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\189877.wav"
"58808.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\58808.wav"
"13764.wav","/m/02mk9","[""/m/02mk9"", ""/t/dd00077""]","engine","[""engine"", ""Mechanisms""]","audios/train\13764.wav"
"345557.wav","/m/02mk9","[""/m/02mk9"", ""/m/0k4j"", ""/m/012f08"", ""/m/07yv9""]","engine","[""Car"", ""engine"", ""Motor_vehicle_(road)"", ""Vehicle""]","audios/train\345557.wav"
"345559.wav","/m/02mk9","[""/m/02mk9"", ""/m/0k4j"", ""/m/07yv9"", ""/m/012f08""]","engine","[""Car"", ""engine"", ""Motor_vehicle_(road)"", ""Vehicle""]","audios/train\345559.wav"
"148957.wav","/m/02mk9","[""/m/02mk9"", ""/t/dd00077""]","engine","[""engine"", ""Mechanisms""]","audios/train\148957.wav"
"378338.wav","/m/02mk9","[""/m/04_sv"", ""/m/02mk9"", ""/m/012f08"", ""/m/07yv9""]","engine","[""Motorcycle"", ""Vehicle"", ""Motor_vehicle_(road)"", ""engine""]","audios/train\378338.wav"
"378339.wav","/m/02mk9","[""/m/04_sv"", ""/m/02mk9"", ""/m/012f08"", ""/m/07yv9""]","engine","[""Motorcycle"", ""Vehicle"", ""Motor_vehicle_(road)"", ""engine""]","audios/train\378339.wav"
"378341.wav","/m/02mk9","[""/m/04_sv"", ""/m/02mk9"", ""/m/012f08"", ""/m/07yv9""]","engine","[""Motorcycle"", ""Vehicle"", ""Motor_vehicle_(road)"", ""engine""]","audios/train\378341.wav"
"378342.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\378342.wav"
"232935.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\232935.wav"
"378347.wav","/m/02mk9","[""/m/04_sv"", ""/m/02mk9"", ""/m/012f08"", ""/m/07yv9""]","engine","[""Motorcycle"", ""Vehicle"", ""Motor_vehicle_(road)"", ""engine""]","audios/train\378347.wav"
"378349.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\378349.wav"
"17911.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\17911.wav"
"433662.wav","/m/02mk9","[""/m/02mk9"", ""/t/dd00077""]","engine","[""engine"", ""Mechanisms""]","audios/train\433662.wav"
"433666.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\433666.wav"
"257541.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\257541.wav"
"257542.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\257542.wav"
"370189.wav","/m/02mk9","[""/m/02mk9"", ""/t/dd00077""]","engine","[""engine"", ""Mechanisms""]","audios/train\370189.wav"
"423448.wav","/m/02mk9","[""/m/02mk9"", ""/t/dd00077""]","engine","[""engine"", ""Mechanisms""]","audios/train\423448.wav"
"106013.wav","/m/02mk9","[""/t/dd00130"", ""/m/02mk9""]","engine","[""engine"", ""Engine_starting""]","audios/train\106013.wav"
"351775.wav","/m/02mk9","[""/m/01b82r"", ""/m/02mk9"", ""/m/07k1x""]","engine","[""engine"", ""Sawing"", ""Tools""]","audios/train\351775.wav"
"425525.wav","/m/02mk9","[""/t/dd00134"", ""/m/02mk9"", ""/m/07r04"", ""/m/012f08"", ""/m/07yv9"", ""/m/0k4j""]","engine","[""Car"", ""Car_passing_by"", ""Motor_vehicle_(road)"", ""engine"", ""Vehicle"", ""Truck""]","audios/train\425525.wav"
"425526.wav","/m/02mk9","[""/t/dd00134"", ""/m/02mk9"", ""/m/07r04"", ""/m/012f08"", ""/m/07yv9"", ""/m/0k4j""]","engine","[""Car"", ""Car_passing_by"", ""Motor_vehicle_(road)"", ""engine"", ""Vehicle"", ""Truck""]","audios/train\425526.wav"
"48695.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\48695.wav"
"48696.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\48696.wav"
"48702.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\48702.wav"
"177738.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\177738.wav"
"46668.wav","/m/02mk9","[""/m/02mk9"", ""/m/01d380"", ""/m/0_ksk"", ""/m/07k1x""]","engine","[""engine"", ""drilling"", ""Power_tool"", ""Tools""]","audios/train\46668.wav"
"89680.wav","/m/02mk9","[""/m/04_sv"", ""/m/02mk9"", ""/m/012f08"", ""/m/07yv9""]","engine","[""Motorcycle"", ""Vehicle"", ""Motor_vehicle_(road)"", ""engine""]","audios/train\89680.wav"
"368209.wav","/m/02mk9","[""/m/04_sv"", ""/m/02mk9"", ""/m/012f08"", ""/m/07yv9""]","engine","[""Motorcycle"", ""Vehicle"", ""Motor_vehicle_(road)"", ""engine""]","audios/train\368209.wav"
"368210.wav","/m/02mk9","[""/m/04_sv"", ""/m/02mk9"", ""/m/012f08"", ""/m/07yv9""]","engine","[""Motorcycle"", ""Vehicle"", ""Motor_vehicle_(road)"", ""engine""]","audios/train\368210.wav"
"368212.wav","/m/02mk9","[""/m/04_sv"", ""/m/02mk9"", ""/m/012f08"", ""/m/07yv9""]","engine","[""Motorcycle"", ""Vehicle"", ""Motor_vehicle_(road)"", ""engine""]","audios/train\368212.wav"
"368213.wav","/m/02mk9","[""/m/04_sv"", ""/m/02mk9"", ""/m/012f08"", ""/m/07yv9""]","engine","[""Motorcycle"", ""Vehicle"", ""Motor_vehicle_(road)"", ""engine""]","audios/train\368213.wav"
"368214.wav","/m/02mk9","[""/m/04_sv"", ""/m/02mk9"", ""/m/012f08"", ""/m/07yv9""]","engine","[""Motorcycle"", ""Vehicle"", ""Motor_vehicle_(road)"", ""engine""]","audios/train\368214.wav"
"368215.wav","/m/02mk9","[""/m/04_sv"", ""/m/02mk9"", ""/m/012f08"", ""/m/07yv9""]","engine","[""Motorcycle"", ""Vehicle"", ""Motor_vehicle_(road)"", ""engine""]","audios/train\368215.wav"
"222804.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\222804.wav"
"222805.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\222805.wav"
"222807.wav","/m/02mk9","[""/t/dd00130"", ""/m/02mk9""]","engine","[""engine"", ""Engine_starting""]","audios/train\222807.wav"
"222808.wav","/m/02mk9","[""/t/dd00130"", ""/m/02mk9""]","engine","[""engine"", ""Engine_starting""]","audios/train\222808.wav"
"251485.wav","/m/02mk9","[""/m/02mk9"", ""/t/dd00077""]","engine","[""engine"", ""Mechanisms""]","audios/train\251485.wav"
"128614.wav","/m/02mk9","[""/m/02mk9"", ""/m/0k5j"", ""/m/07yv9""]","engine","[""engine"", ""Vehicle"", ""Aircraft""]","audios/train\128614.wav"
"114283.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\114283.wav"
"114284.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\114284.wav"
"114285.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\114285.wav"
"114286.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\114286.wav"
"200303.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\200303.wav"
"114287.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\114287.wav"
"237170.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\237170.wav"
"425588.wav","/m/02mk9","[""/t/dd00130"", ""/m/01b82r"", ""/m/02mk9"", ""/m/07k1x""]","engine","[""engine"", ""Engine_starting"", ""Sawing"", ""Tools""]","audios/train\425588.wav"
"366201.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\366201.wav"
"431739.wav","/m/02mk9","[""/m/01b82r"", ""/m/02mk9"", ""/m/07k1x""]","engine","[""engine"", ""Sawing"", ""Tools""]","audios/train\431739.wav"
"431740.wav","/m/02mk9","[""/m/01b82r"", ""/m/02mk9"", ""/m/07k1x""]","engine","[""engine"", ""Sawing"", ""Tools""]","audios/train\431740.wav"
"431742.wav","/m/02mk9","[""/m/01b82r"", ""/m/02mk9"", ""/m/07k1x""]","engine","[""engine"", ""Sawing"", ""Tools""]","audios/train\431742.wav"
"362120.wav","/m/02mk9","[""/m/02mk9"", ""/m/07r04"", ""/m/012f08"", ""/m/07yv9""]","engine","[""engine"", ""Motor_vehicle_(road)"", ""Vehicle"", ""Truck""]","audios/train\362120.wav"
"343688.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\343688.wav"
"245392.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\245392.wav"
"157335.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\157335.wav"
"237212.wav","/m/02mk9","[""/m/07rjzl8"", ""/m/02mk9"", ""/m/02dgv"", ""/t/dd00071""]","engine","[""Slam"", ""Domestic_sounds_and_home_sounds"", ""Door"", ""engine""]","audios/train\237212.wav"
"16031.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\16031.wav"
"245413.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\245413.wav"
"394932.wav","/m/02mk9","[""/m/02mk9"", ""/m/019jd"", ""/m/07yv9""]","engine","[""engine"", ""Vehicle"", ""Boat_and_Water_vehicle""]","audios/train\394932.wav"
"124597.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\124597.wav"
"145084.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\145084.wav"
"145086.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\145086.wav"
"44735.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\44735.wav"
"267973.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\267973.wav"
"343765.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\343765.wav"
"261846.wav","/m/02mk9","[""/m/02mk9"", ""/m/019jd"", ""/m/07yv9""]","engine","[""engine"", ""Vehicle"", ""Boat_and_Water_vehicle""]","audios/train\261846.wav"
"55025.wav","/m/02mk9","[""/m/02mk9"", ""/m/019jd"", ""/m/07yv9""]","engine","[""engine"", ""Vehicle"", ""Boat_and_Water_vehicle""]","audios/train\55025.wav"
"155396.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\155396.wav"
"165640.wav","/m/02mk9","[""/m/02mk9"", ""/m/07k1x""]","engine","[""engine"", ""Tools""]","audios/train\165640.wav"
"165641.wav","/m/02mk9","[""/m/02mk9"", ""/m/07k1x""]","engine","[""engine"", ""Tools""]","audios/train\165641.wav"
"55050.wav","/m/02mk9","[""/m/02mk9"", ""/m/019jd"", ""/m/07yv9""]","engine","[""engine"", ""Vehicle"", ""Boat_and_Water_vehicle""]","audios/train\55050.wav"
"165642.wav","/m/02mk9","[""/m/02mk9"", ""/m/07k1x""]","engine","[""engine"", ""Tools""]","audios/train\165642.wav"
"165644.wav","/m/02mk9","[""/m/02mk9"", ""/m/07k1x""]","engine","[""engine"", ""Tools""]","audios/train\165644.wav"
"55053.wav","/m/02mk9","[""/m/02mk9"", ""/m/019jd"", ""/m/07yv9""]","engine","[""engine"", ""Vehicle"", ""Boat_and_Water_vehicle""]","audios/train\55053.wav"
"24332.wav","/m/02mk9","[""/m/04_sv"", ""/m/02mk9"", ""/m/012f08"", ""/m/07yv9""]","engine","[""Motorcycle"", ""Vehicle"", ""Motor_vehicle_(road)"", ""engine""]","audios/train\24332.wav"
"55055.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\55055.wav"
"165648.wav","/m/02mk9","[""/m/02mk9"", ""/m/07k1x""]","engine","[""engine"", ""Tools""]","audios/train\165648.wav"
"93965.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\93965.wav"
"14104.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\14104.wav"
"392987.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\392987.wav"
"388899.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\388899.wav"
"14117.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\14117.wav"
"14118.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\14118.wav"
"380716.wav","/m/02mk9","[""/m/02mk9"", ""/m/0k4j"", ""/m/012f08"", ""/m/07yv9""]","engine","[""Car"", ""engine"", ""Motor_vehicle_(road)"", ""Vehicle""]","audios/train\380716.wav"
"380717.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\380717.wav"
"386889.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\386889.wav"
"433998.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\433998.wav"
"91986.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\91986.wav"
"327513.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\327513.wav"
"61281.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\61281.wav"
"51051.wav","/m/02mk9","[""/m/02mk9"", ""/t/dd00077""]","engine","[""engine"", ""Mechanisms""]","audios/train\51051.wav"
"71531.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\71531.wav"
"71537.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\71537.wav"
"366456.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\366456.wav"
"413566.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\413566.wav"
"118659.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\118659.wav"
"380805.wav","/m/02mk9","[""/m/02mk9"", ""/m/0k4j"", ""/m/012f08"", ""/m/07yv9""]","engine","[""Car"", ""engine"", ""Motor_vehicle_(road)"", ""Vehicle""]","audios/train\380805.wav"
"425861.wav","/m/02mk9","[""/m/02mk9"", ""/m/0k4j"", ""/m/012f08"", ""/m/07yv9""]","engine","[""Car"", ""engine"", ""Motor_vehicle_(road)"", ""Vehicle""]","audios/train\425861.wav"
"345994.wav","/m/02mk9","[""/m/01b82r"", ""/m/02mk9"", ""/m/07k1x""]","engine","[""engine"", ""Sawing"", ""Tools""]","audios/train\345994.wav"
"180129.wav","/m/02mk9","[""/m/02mk9"", ""/m/01d380"", ""/m/0_ksk"", ""/m/07k1x""]","engine","[""engine"", ""drilling"", ""Power_tool"", ""Tools""]","audios/train\180129.wav"
"157610.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\157610.wav"
"157611.wav","/m/02mk9","[""/m/01b82r"", ""/m/02mk9"", ""/m/07k1x""]","engine","[""engine"", ""Sawing"", ""Tools""]","audios/train\157611.wav"
"133044.wav","/m/02mk9","[""/m/02mk9"", ""/t/dd00077""]","engine","[""engine"", ""Mechanisms""]","audios/train\133044.wav"
"133048.wav","/m/02mk9","[""/m/02mk9"", ""/t/dd00077""]","engine","[""engine"", ""Mechanisms""]","audios/train\133048.wav"
"51128.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\51128.wav"
"167874.wav","/m/02mk9","[""/m/02mk9"", ""/t/dd00071""]","engine","[""engine"", ""Domestic_sounds_and_home_sounds""]","audios/train\167874.wav"
"49095.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\49095.wav"
"118727.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\118727.wav"
"118728.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\118728.wav"
"49098.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\49098.wav"
"49099.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\49099.wav"
"49100.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\49100.wav"
"55245.wav","/m/02mk9","[""/m/04_sv"", ""/m/02mk9"", ""/m/012f08"", ""/m/07yv9""]","engine","[""Motorcycle"", ""Vehicle"", ""Motor_vehicle_(road)"", ""engine""]","audios/train\55245.wav"
"118729.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\118729.wav"
"118744.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\118744.wav"
"382953.wav","/m/02mk9","[""/m/02mk9"", ""/m/01d380"", ""/t/dd00077"", ""/m/0_ksk"", ""/m/07k1x""]","engine","[""Mechanisms"", ""Power_tool"", ""engine"", ""Tools"", ""drilling""]","audios/train\382953.wav"
"403454.wav","/m/02mk9","[""/m/02mk9"", ""/m/0k4j"", ""/m/012f08"", ""/m/07yv9""]","engine","[""Car"", ""engine"", ""Motor_vehicle_(road)"", ""Vehicle""]","audios/train\403454.wav"
"432775.wav","/m/02mk9","[""/m/07p7b8y"", ""/m/07pqc89"", ""/m/02mk9"", ""/m/04k94"", ""/m/07prgkl""]","engine","[""Trickle_and_dribble"", ""Liquid"", ""Pour"", ""engine"", ""Fill_(with_liquid)""]","audios/train\432775.wav"
"200978.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\200978.wav"
"200979.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\200979.wav"
"420938.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\420938.wav"
"420940.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\420940.wav"
"347918.wav","/m/02mk9","[""/m/07qcpgn"", ""/m/07p7b8y"", ""/m/07pqc89"", ""/m/07pggtn"", ""/m/02mk9"", ""/m/04k94"", ""/m/07prgkl"", ""/m/020bb7"", ""/m/015p6"", ""/m/01280g"", ""/m/0jbk""]","engine","[""Wild_animals"", ""Bird"", ""Trickle_and_dribble"", ""Bird_vocalization_and_bird_call_and_bird_song"", ""Tap"", ""Liquid"", ""Pour"", ""Animal"", ""engine"", ""Fill_(with_liquid)"", ""Chirp_and_tweet""]","audios/train\347918.wav"
"336847.wav","/m/02mk9","[""/t/dd00134"", ""/m/02mk9"", ""/m/0k4j"", ""/m/012f08"", ""/m/07yv9""]","engine","[""Car"", ""Car_passing_by"", ""Motor_vehicle_(road)"", ""engine"", ""Vehicle""]","audios/train\336847.wav"
"425170.wav","/m/02mk9","[""/m/07pggtn"", ""/m/04_sv"", ""/m/02mk9"", ""/m/020bb7"", ""/m/015p6"", ""/m/01280g"", ""/m/0jbk"", ""/m/012f08"", ""/m/07yv9""]","engine","[""Wild_animals"", ""Vehicle"", ""Bird"", ""Motorcycle"", ""Bird_vocalization_and_bird_call_and_bird_song"", ""Motor_vehicle_(road)"", ""Animal"", ""engine"", ""Chirp_and_tweet""]","audios/train\425170.wav"
"316686.wav","/m/02mk9","[""/m/07p7b8y"", ""/m/07pqc89"", ""/m/02mk9"", ""/m/04k94"", ""/m/07prgkl""]","engine","[""Trickle_and_dribble"", ""Liquid"", ""Pour"", ""engine"", ""Fill_(with_liquid)""]","audios/train\316686.wav"
"316687.wav","/m/02mk9","[""/m/07p7b8y"", ""/m/07pqc89"", ""/m/02mk9"", ""/m/04k94"", ""/m/07prgkl""]","engine","[""Trickle_and_dribble"", ""Liquid"", ""Pour"", ""engine"", ""Fill_(with_liquid)""]","audios/train\316687.wav"
"97159.wav","/m/02mk9","[""/t/dd00130"", ""/m/07q2z82"", ""/m/02mk9""]","engine","[""Accelerating_and_revving_and_vroom"", ""Engine_starting"", ""engine""]","audios/train\97159.wav"
"215992.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\215992.wav"
"164309.wav","/m/02mk9","[""/m/02x984l"", ""/m/02mk9"", ""/t/dd00077""]","engine","[""Mechanical_fan"", ""Mechanisms"", ""engine""]","audios/train\164309.wav"
"434344.wav","/m/02mk9","[""/m/07pjwq1"", ""/m/02mk9"", ""/m/03vt0"", ""/m/01280g"", ""/m/0jbk""]","engine","[""Wild_animals"", ""Insect"", ""Buzz"", ""engine"", ""Animal""]","audios/train\434344.wav"
"402752.wav","/m/07pb8fc","[""/m/07pb8fc"", ""/m/01b82r"", ""/m/07q2z82"", ""/m/02mk9"", ""/m/07k1x""]","engine","[""engine"", ""Accelerating_and_revving_and_vroom"", ""Sawing"", ""Tools""]","audios/train\402752.wav"
"161399.wav","/m/07pb8fc","[""/m/07pb8fc"", ""/m/02mk9""]","engine","[""engine""]","audios/train\161399.wav"
"51839.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\51839.wav"
"326049.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\326049.wav"
"83675.wav","/m/02mk9","[""/t/dd00134"", ""/m/0btp2"", ""/m/02mk9"", ""/m/0k4j"", ""/m/012f08"", ""/m/07yv9""]","engine","[""Car"", ""Car_passing_by"", ""traffic_noise"", ""Motor_vehicle_(road)"", ""engine"", ""Vehicle""]","audios/train\83675.wav"
"350674.wav","/m/02mk9","[""/t/dd00134"", ""/m/0ltv"", ""/m/02mk9"", ""/m/0k4j"", ""/m/012f08"", ""/m/07yv9""]","engine","[""Car"", ""Car_passing_by"", ""Motor_vehicle_(road)"", ""Race_car_and_auto_racing"", ""engine"", ""Vehicle""]","audios/train\350674.wav"
"433860.wav","/m/02mk9","[""/m/02mk9""]","engine","[""engine""]","audios/train\433860.wav"
"22354.wav","/m/02mk9","[""/m/0btp2"", ""/m/02mk9"", ""/m/0k4j"", ""/m/0199g"", ""/m/012f08"", ""/m/07yv9""]","engine","[""Car"", ""Bicycle"", ""traffic_noise"", ""Motor_vehicle_(road)"", ""engine"", ""Vehicle""]","audios/train\22354.wav"
"241721.wav","/m/02mk9","[""/m/07pbtc8"", ""/t/dd00134"", ""/m/02mk9"", ""/m/0k4j"", ""/m/012f08"", ""/m/07yv9""]","engine","[""Walk_and_footsteps"", ""Car"", ""Car_passing_by"", ""Motor_vehicle_(road)"", ""engine"", ""Vehicle""]","audios/train\241721.wav"
"241724.wav","/m/02mk9","[""/t/dd00134"", ""/m/0btp2"", ""/m/02mk9"", ""/m/0k4j"", ""/m/012f08"", ""/m/07yv9""]","engine","[""Car"", ""Car_passing_by"", ""traffic_noise"", ""Motor_vehicle_(road)"", ""engine"", ""Vehicle""]","audios/train\241724.wav"
"164948.wav","/m/02mk9","[""/t/dd00134"", ""/m/0btp2"", ""/m/02mk9"", ""/m/0k4j"", ""/m/012f08"", ""/m/07yv9""]","engine","[""Car"", ""Car_passing_by"", ""traffic_noise"", ""Motor_vehicle_(road)"", ""engine"", ""Vehicle""]","audios/train\164948.wav"
"387991.wav","/m/02mk9","[""/m/07pggtn"", ""/t/dd00134"", ""/m/0btp2"", ""/m/02mk9"", ""/m/020bb7"", ""/m/015p6"", ""/m/01280g"", ""/m/0jbk"", ""/m/0k4j"", ""/m/012f08"", ""/m/07yv9""]","engine","[""Wild_animals"", ""Vehicle"", ""Bird"", ""Car"", ""Bird_vocalization_and_bird_call_and_bird_song"", ""Car_passing_by"", ""traffic_noise"", ""Motor_vehicle_(road)"", ""Animal"", ""engine"", ""Chirp_and_tweet""]","audios/train\387991.wav"
"280204.wav","/m/02mk9","[""/t/dd00134"", ""/m/0btp2"", ""/m/02mk9"", ""/m/0k4j"", ""/m/012f08"", ""/m/07yv9""]","engine","[""Car"", ""Car_passing_by"", ""traffic_noise"", ""Motor_vehicle_(road)"", ""engine"", ""Vehicle""]","audios/train\280204.wav"
"353178.wav","/m/02mk9","[""/m/0btp2"", ""/m/01bjv"", ""/m/02mk9"", ""/m/012f08"", ""/m/07yv9""]","engine","[""Bus"", ""traffic_noise"", ""Motor_vehicle_(road)"", ""engine"", ""Vehicle""]","audios/train\353178.wav"
"244807.wav","/m/02mk9","[""/m/0btp2"", ""/m/02mk9"", ""/m/012f08"", ""/m/07yv9""]","engine","[""engine"", ""traffic_noise"", ""Motor_vehicle_(road)"", ""Vehicle""]","audios/train\244807.wav"
"380029.wav","/m/02mk9","[""/t/dd00134"", ""/m/0btp2"", ""/m/02mk9"", ""/m/0k4j"", ""/m/012f08"", ""/m/07yv9""]","engine","[""Car"", ""Car_passing_by"", ""traffic_noise"", ""Motor_vehicle_(road)"", ""engine"", ""Vehicle""]","audios/train\380029.wav"
"29558.wav","/m/02mk9","[""/m/0btp2"", ""/m/02mk9"", ""/m/0k4j"", ""/m/012f08"", ""/m/07yv9""]","engine","[""Car"", ""traffic_noise"", ""Motor_vehicle_(road)"", ""engine"", ""Vehicle""]","audios/train\29558.wav"
"360843.wav","/m/02mk9","[""/m/07rkbfh"", ""/t/dd00134"", ""/m/0btp2"", ""/m/02mk9"", ""/t/dd00012"", ""/m/0k4j"", ""/m/012f08"", ""/m/07yv9""]","engine","[""Chatter"", ""Car"", ""Car_passing_by"", ""traffic_noise"", ""Motor_vehicle_(road)"", ""Human_group_actions"", ""engine"", ""Vehicle""]","audios/train\360843.wav"
"394913.wav","/m/02mk9","[""/m/07q8k13"", ""/m/07pggtn"", ""/m/0btp2"", ""/m/02mk9"", ""/m/020bb7"", ""/m/015p6"", ""/m/01280g"", ""/m/0jbk"", ""/m/012f08"", ""/m/07yv9""]","engine","[""Wild_animals"", ""Vehicle"", ""Bird"", ""Bird_vocalization_and_bird_call_and_bird_song"", ""traffic_noise"", ""Screech"", ""Motor_vehicle_(road)"", ""Animal"", ""engine"", ""Chirp_and_tweet""]","audios/train\394913.wav"
"160679.wav","/m/02mk9","[""/m/03l9g"", ""/m/02mk9"", ""/m/07k1x""]","engine","[""engine"", ""Hammer"", ""Tools""]","audios/train\160679.wav"
"160684.wav","/m/02mk9","[""/m/0btp2"", ""/m/02mk9"", ""/m/0k4j"", ""/m/012f08"", ""/m/07yv9""]","engine","[""Car"", ""traffic_noise"", ""Motor_vehicle_(road)"", ""engine"", ""Vehicle""]","audios/train\160684.wav"
"176215.wav","/m/02mk9","[""/t/dd00134"", ""/m/02mk9"", ""/m/0k4j"", ""/m/012f08"", ""/m/07yv9""]","engine","[""Car"", ""Car_passing_by"", ""Motor_vehicle_(road)"", ""engine"", ""Vehicle""]","audios/train\176215.wav"
"254788.wav","/m/02mk9","[""/t/dd00134"", ""/m/02mk9"", ""/m/0k4j"", ""/m/012f08"", ""/m/07yv9""]","engine","[""Car"", ""Car_passing_by"", ""Motor_vehicle_(road)"", ""engine"", ""Vehicle""]","audios/train\254788.wav"
